Token ID,Token,Lemma,GSMS,Farsi Token,Farsi Lemma,POS FAR,BN Synset,Correct?,Synonyms?,BN Gloss,Token ID FAR,Annotator notes,Farsi Lemma - BN Synset,Farsi Lemma - BN Gloss,English Lemma - WN Synsets,English Lemma - WN Glosses,English Lemma - BN Synsets,English Lemma - BN Glosses
d002.s048.t015,is,be,V,این,این,PRON,n/a,,,n/a,d002.s048.t016,,,,,,,
d002.s048.t016,to,,X,که,که,SCONJ,n/a,,,n/a,d002.s048.t018,,,,,,,
d002.s048.t017,go,go,V,رفته,رفته,VERB,bn:00088912v,0,0,"Change location; move, travel, or proceed, also metaphorically",d002.s048.t024,,,,wn:01835496v; wn:02372605v; wn:01848718v; wn:00149583v; wn:02653862v; wn:02721284v; wn:02685951v; wn:00341560v; wn:00359916v; wn:02618001v; wn:02176268v; wn:01525666v; wn:01192773v; wn:00539110v; wn:02618149v; wn:02617798v; wn:00358431v; wn:02737876v; wn:02729819v; wn:01864230v; wn:01076615v; wn:02700772v; wn:02700666v; wn:02700455v; wn:02686471v; wn:02659763v; wn:01318849v; wn:01192992v; wn:00676267v; wn:00434374v,"change location; move, travel, or proceed, also metaphorically; follow a procedure or take a course; move away from a place into another direction; enter or assume a certain state or condition; be awarded; be allotted; have a particular form; stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point; follow a certain course; be abolished or discarded; be or continue to be in a certain condition; make a certain noise or sound; perform as expected when applied; to be spent or finished; progress by being changed; continue to live through hardship or adversity; pass, fare, or elapse; of a certain state of affairs or action; pass from physical life and lose all bodily attributes and functions necessary to sustain life; be in the right place or situation; be ranked or compare; begin or set in motion; have a turn; make one's move in a game; be contained in; be sounded, played, or expressed; blend or harmonize; lead, extend, or afford access; be the right size or shape; fit correctly or as desired; go through in search of something; search through someone's belongings in an unauthorized way; be spent; give support (to) or make a choice (of) one out of a group or number; stop operating or functioning",,
d002.s048.t018,to,,X,به,به,ADP,n/a,,,n/a,d002.s048.t019,,,,,,,
d002.s048.t019,the,,X,برگه,برگه,"NOUN,EZ",n/a,,,n/a,d002.s048.t020,,,,,,,
d002.s048.t020,2D,2d,N,۲➕D,۲➕D,NUM➕NOUN,n/a,,,n/a,d002.s048.t021➕d002.s048.t022,,,,,,,
d002.s048.t021,Graph,graph,N,Graph,Graph,NOUN,bn:00041412n,1,,A visual representation of the relations between certain quantities plotted with reference to a set of axes,d002.s048.t023,,,,,,,
d002.s048.t022,tab,tab,N,برگه,برگه,"NOUN,EZ",bn:00120018n,1,,"In interface design, a tabbed document interface or Tab is a graphical control element that allows multiple documents or panels to be contained within a single window, using tabs as a navigational widget for switching between sets of documents.",d002.s048.t020,,,,,,,
d002.s048.t023,and,,X,و,و,CCONJ,n/a,,,n/a,d002.s048.t025,,,,,,,
d002.s048.t024,click,click,N,کلیک,کلیک,NOUN,n/a,,,n/a,d002.s048.t029,,bn:00019758n;bn:01938165n;bn:03315748n;bn:14402333n;bn:15085780n;bn:02227821n;bn:16696816n;bn:14168221n;bn:03476050n;bn:15510369n,"Depression of a button on a computer mouse	;Click is a 2010 Hindi horror film directed by Sangeeth Sivan.	;In the mathematical area of graph theory, a clique is a subset of vertices of an undirected graph such that its induced subgraph is complete; that is, every two distinct vertices in the clique are adjacent.	;Kolik is a village in Sheykh Fazlolah-e Nuri Rural District, Baladeh District, Nur County, Mazandaran Province, Iran.	;n/a	;Click is a 2006 American science fiction comedy-drama film directed by Frank Coraci, written by Steve Koren and Mark O'Keefe, and produced by Adam Sandler, who also starred in the lead role.	;Kolik is a village in Chaybasar-e Shomali Rural District, Bazargan District, Maku County, West Azerbaijan Province, Iran.	;Kallik is a village in Mehraban-e Sofla Rural District, Gol Tappeh District, Kabudarahang County, Hamadan Province, Iran.	;Click is a weekly BBC television programme covering news and recent developments in the world of consumer technology, presented by Spencer Kelly.	;Kalik is a village in Tavabe-e Kojur Rural District, Kojur District, Nowshahr County, Mazandaran Province, Iran.",,,,
d002.s048.t025,in,,X,روی,روی,"ADP,EZ",n/a,,,n/a,d002.s048.t026,,,,,,,
d002.s048.t026,the,,X,زبانه,زبانه,"NOUN,EZ",n/a,,,n/a,d002.s048.t027,,,,,,,
d002.s048.t027,Add,add,V,Add,Add,NOUN,bn:00082317v,1,,"Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of",d002.s048.t028,,,,,,,
d002.s048.t028,tab,tab,N,,,,bn:00120018n,0,0,"In interface design, a tabbed document interface or Tab is a graphical control element that allows multiple documents or panels to be contained within a single window, using tabs as a navigational widget for switching between sets of documents.",,empty row,bn:00036777n,A punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations,wn:06517942n; wn:06267991n; wn:04379096n; wn:04378123n; wn:03936568n,the bill in a restaurant; sensationalist journalism; the key on a typewriter or a word processor that causes a tabulation; a short strip of material attached to or projecting from something in order to facilitate opening or identifying or handling it; a dose of medicine in the form of a small pellet,,
d002.s048.t029,to,,X,تا,تا,SCONJ,n/a,,,n/a,d002.s048.t031,,,,,,,
d002.s048.t030,add,add,V,اضافه,اضافه,ADJ,bn:00082317v,0,0,"Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of",d002.s048.t034,,bn:00030469n;bn:14090208n;bn:15230095n;bn:03271019n;bn:00102499a;bn:02322943n;bn:00032121n,"Extreme excess	;In grammar, genitive is the grammatical case that marks a noun as modifying another noun.	;Ezāfe, also written as izafet, izafe, izafat, izāfa, and izofa, is a grammatical particle found in some Iranian languages & Urdu that links two words together; in the Persian language it consists of the unstressed vowel -e- or -i- between the words it connects and often approximately corresponds in usage to the English preposition ""of "".	;Prior to 2000 in the United Kingdom a public servant, for example a local government officer, who had unlawfully spent public funds, or caused loss to a public authority through misconduct could be surcharged to recover public money.	;More than is needed, desired, or required	;In Afro-Asiatic languages, the first noun in a genitive phrase of a possessed noun followed by a possessor noun often takes on a special morphological form, which is termed the construct state.	;A quantity much larger than is needed",wn:00182406v; wn:01027174v; wn:02324478v; wn:00640828v; wn:00949288v; wn:02745172v,"make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of; state or say further; bestow a quality on; make an addition by combining numbers; determine the sum of; constitute an addition",,
d002.s048.t031,the,,X,شود,شد#شو,VERB,n/a,,,n/a,d002.s048.t035,,,,,,,
d002.s048.t032,new,new,J,جدید,جدید,ADJ,bn:00107267a,1,,Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,d002.s048.t033,,,,,,,
d002.s048.t033,function,function,N,تابع,تابع,"NOUN,EZ",bn:00036821n,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),d002.s048.t032,,,,,,,
d002.s048.t034,.,,X,.,.,PUNCT,n/a,,,n/a,d002.s048.t036,,,,,,,
d002.s049.t001,Then,then,R,سپس,سپس,CCONJ,bn:00114281r,1,,Subsequently or soon afterward (often used as sentence connectors),d002.s049.t001,,,,,,,
d002.s049.t002,your,,X,شما,شما,PRON,n/a,,,n/a,d002.s049.t003,,,,,,,
d002.s049.t003,focus,focus,N,تمرکز,تمرکز,"NOUN,EZ",bn:00007023n,1,,The faculty or power of mental concentration,d002.s049.t002,,,,,,,
d002.s049.t004,will,,X,می‌رود,رفت#رو,VERB,n/a,,,n/a,d002.s049.t008,,,,,,,
d002.s049.t005,go,go,V,می‌رود,رفت#رو,VERB,bn:00088912v,1,,"Change location; move, travel, or proceed, also metaphorically",d002.s049.t008,,,,,,,
d002.s049.t006,to,,X,به,به,ADP,n/a,,,n/a,d002.s049.t004,,,,,,,
d002.s049.t007,an,,X,متنی,متنی,NOUN,n/a,,,n/a,d002.s049.t006,,,,,,,
d002.s049.t008,input,input,N,ورودی,ورودی,NOUN,bn:00046850n,1,,A component of production; something that goes into the production of output,d002.s049.t007,,,,,,,
d002.s049.t009,text,text,N,متنی,متنی,NOUN,bn:00076732n,0,0,The main body of a written work (as distinct from illustrations or footnotes etc.),d002.s049.t006,,bn:00809244n,"In cryptography, plaintext, or cleartext, is un-encrypted information, as opposed to information encrypted for storage or transmission.",wn:06387980n; wn:07172557n; wn:06414372n; wn:06388579n,the words of something written; a passage from the Bible that is used as the subject of a sermon; a book prepared for use in schools or colleges; the main body of a written work (as distinct from illustrations or footnotes etc.),,
d002.s049.t010,box,box,N,کادر,کادر,"NOUN,EZ",bn:00012528n,1,,A rectangular drawing,d002.s049.t005,,,,,,,
d002.s049.t011,where,,X,که,که,SCONJ,n/a,,,n/a,d002.s049.t009,,,,,,,
d002.s049.t012,you,,X,می‌توانید,توانست#توان,VERB,n/a,,,n/a,d002.s049.t012,,,,,,,
d002.s049.t013,can,,X,می‌توانید,توانست#توان,VERB,n/a,,,n/a,d002.s049.t012,,,,,,,
d002.s049.t014,type,type,V,تایپ,تایپ,NOUN,bn:00095295v,1,,Write by means of a keyboard with types,d002.s049.t016,,,,,,,
d002.s049.t015,your,,X,خود,خود,PRON,n/a,,,n/a,d002.s049.t014,,,,,,,
d002.s049.t016,function,function,N,تابع,تابع,"NOUN,EZ",bn:00036821n,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),d002.s049.t013,,,,,,,
d002.s049.t017,.,,X,.,.,PUNCT,n/a,,,n/a,d002.s049.t018,,,,,,,
d002.s050.t001,If,,X,اگر,اگر,SCONJ,n/a,,,n/a,d002.s050.t001,,,,,,,
d002.s050.t002,you,,X,کنید,کرد#کن,VERB,n/a,,,n/a,d002.s050.t012,,,,,,,
d002.s050.t003,want,want,V,می‌خواهید,خواست#خواه,VERB,bn:00086682v,1,,Feel or have a desire for; want strongly,d002.s050.t002,,,,,,,
d002.s050.t004,to,,X,,,,n/a,,,n/a,,,,,,,,
d002.s050.t005,use,use,V,استفاده,استفاده,NOUN,bn:00082705v,0,0,Put into service; make work or employ for a particular purpose or for its inherent or natural purpose,d002.s050.t011,,bn:00005092n;bn:00079404n;bn:00030627n;bn:00030917n;bn:00079366n,The act of bringing something to bear; using it for a particular purpose	;The state of having been made use of	;The act of using	;(law) the exercise of the legal right to enjoy the benefits of owning property	;The customary manner in which a language (or a form of a language) is spoken or written,wn:01158872v; wn:01165043v; wn:01158572v; wn:02600490v; wn:02561332v; wn:02370131v,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose; take or consume (regularly or habitually); use up, consume fully; seek or achieve an end by using to one's advantage; avail oneself to; habitually do something (use only in the past tense)",,
d002.s050.t006,a,,X,یک,یک,NUM,n/a,,,n/a,d002.s050.t004,,,,,,,
d002.s050.t007,typical,typical,J,معمولی,معمولی,"ADJ,EZ",bn:00112217a,1,,Conforming to a type,d002.s050.t006,,,,,,,
d002.s050.t008,f(x),f(x),N,f➕(➕x➕),f➕(➕x➕),NOUN➕PUNCT➕NOUN➕PUNCT,bn:00036821n,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),d002.s050.t007➕d002.s050.t008➕d002.s050.t009➕d002.s050.t010,,,,,,,
d002.s050.t009,function,function,V,تابع,تابع,"NOUN,EZ",n/a,,,n/a,d002.s050.t005,,bn:00036821n;bn:00074858n;bn:00074886n;bn:00096273a;bn:03505173n;bn:00101191a;bn:00096450a;bn:00100306a;bn:00036823n;bn:00111393a;bn:00111390a;bn:00036826n;bn:00074973n;bn:01272467n;bn:00062349n;bn:00035700n;bn:00019281n;bn:00001362n;bn:00075072n;bn:00011938n,"(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	;A British commissioned army officer below the rank of captain	;(music) the fourth note of the diatonic scale	;Following or accompanying as a consequence	;In mathematics, an amenable group is a locally compact topological group G carrying a kind of averaging operation on bounded functions that is invariant under translation by group elements.	;Addicted to a drug	;Sticking fast	;In regular succession without gaps	;The actions and activities assigned to or required or expected of a person or group	;Compliant and obedient to authority-G. B. Shaw	;Serving to connect a subordinate clause to a main clause	;A set sequence of steps, part of larger computer program	;A company that is completely controlled by another company	;In economics, a consumer's indirect utility function v 	;A submersible warship usually armed with torpedoes	;An assistant subject to the authority or control of another	;A native or naturalized member of a state or other political community	;Someone who believes and helps to spread the doctrine of another	;An assistant or subordinate bishop of a diocese	;A large sandwich made of a long crusty roll split lengthwise and filled with meats and cheese (and tomato and onion and lettuce and condiments); different names are used in different sections of the United States",,,,
d002.s050.t010,it,,X,،,،,PUNCT,n/a,,,n/a,d002.s050.t013,,,,,,,
d002.s050.t011,is,be,V,,,,n/a,,,n/a,,,,,,,,
d002.s050.t012,not,not,R,نیست,نیست,VERB,bn:00116360r,1,,Negation of a word or group of words,d002.s050.t015,,,,,,,
d002.s050.t013,necessary,necessary,J,لازم,لازم,ADJ,bn:00107182a,1,,Absolutely essential,d002.s050.t014,,,,,,,
d002.s050.t014,to,,X,,,,n/a,,,n/a,,,,,,,,
d002.s050.t015,specify,specify,V,مشخص➕کنید,مشخص➕کرد#کن,ADJ➕VERB,bn:00086468v,1,,Decide upon or fix definitely,d002.s050.t018➕d002.s050.t019,,,,,,,
d002.s050.t016,it,,X,آن,آن,PRON,n/a,,,n/a,d002.s050.t016,,,,,,,
d002.s050.t017,.,,X,.,.,PUNCT,n/a,,,n/a,d002.s050.t020,,,,,,,
d002.s051.t001,If,,X,اگر,اگر,SCONJ,n/a,,,n/a,d002.s051.t001,,,,,,,
d002.s051.t002,you,,X,کرده‌اید,کرد#کن,VERB,n/a,,,n/a,d002.s051.t005,,,,,,,
d002.s051.t003,have,have,V,,,,n/a,,,n/a,,,,,,,,
d002.s051.t004,entered,enter,V,وارد➕کرده‌اید,وارد➕کرد#کن,NOUN➕VERB,bn:00087679v,1,,Make a record of; set down in permanent form,d002.s051.t004➕d002.s051.t005,,,,,,,
d002.s051.t005,the,,X,را,را,ADP,n/a,,,n/a,d002.s051.t003,,,,,,,
d002.s051.t006,function,function,N,تابع,تابع,NOUN,bn:00036821n,1,,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),d002.s051.t002,,,,,,,
d002.s051.t007,click,click,N,کلیک,کلیک,NOUN,n/a,,,n/a,d002.s051.t009,,bn:00019758n;bn:01938165n;bn:03315748n;bn:14402333n;bn:15085780n;bn:02227821n;bn:16696816n;bn:14168221n;bn:03476050n;bn:15510369n,"Depression of a button on a computer mouse	;Click is a 2010 Hindi horror film directed by Sangeeth Sivan.	;In the mathematical area of graph theory, a clique is a subset of vertices of an undirected graph such that its induced subgraph is complete; that is, every two distinct vertices in the clique are adjacent.	;Kolik is a village in Sheykh Fazlolah-e Nuri Rural District, Baladeh District, Nur County, Mazandaran Province, Iran.	;n/a	;Click is a 2006 American science fiction comedy-drama film directed by Frank Coraci, written by Steve Koren and Mark O'Keefe, and produced by Adam Sandler, who also starred in the lead role.	;Kolik is a village in Chaybasar-e Shomali Rural District, Bazargan District, Maku County, West Azerbaijan Province, Iran.	;Kallik is a village in Mehraban-e Sofla Rural District, Gol Tappeh District, Kabudarahang County, Hamadan Province, Iran.	;Click is a weekly BBC television programme covering news and recent developments in the world of consumer technology, presented by Spencer Kelly.	;Kalik is a village in Tavabe-e Kojur Rural District, Kojur District, Nowshahr County, Mazandaran Province, Iran.",,,,
d002.s051.t008,on,,X,روی,روی,"ADP,EZ",n/a,,,n/a,d002.s051.t006,,,,,,,
d002.s051.t009,the,,X,کنید,کرد#کن,VERB,n/a,,,n/a,d002.s051.t010,,,,,,,
d002.s051.t010,OK,ok,J,OK,OK,NOUN,bn:00096817a,1,,Being satisfactory or in satisfactory condition,d002.s051.t008,,,,,,,
d002.s051.t011,button,button,N,دکمه,دکمه,"NOUN,EZ",bn:03843242n,1,,"In computing, the term button refers to any graphical control element that provides the user a simple way to trigger an event, like searching for a query at a search engine, or to interact with dialog boxes, like confirming an action.",d002.s051.t007,,,,,,,
d002.s051.t012,to,,X,تا,تا,SCONJ,n/a,,,n/a,d002.s051.t011,,,,,,,
d002.s051.t013,display,display,V,نمایش,نمایش,NOUN,bn:00087013v,1,,"To show, make visible or apparent",d002.s051.t016,,,,,,,
d002.s051.t014,the,,X,داده_شود,داد#ده,VERB,n/a,,,n/a,d002.s051.t017,,,,,,,
d002.s051.t015,graph,graph,N,نمودار➕داده_شود,نمودار➕داد#ده,NOUN➕VERB,bn:00041412n,1,,A visual representation of the relations between certain quantities plotted with reference to a set of axes,d002.s051.t012➕d002.s051.t017,,,,,,,
d002.s051.t016,in,,X,در,در,ADP,n/a,,,n/a,d002.s051.t013,,,,,,,
d002.s051.t017,the,,X,,,,n/a,,,n/a,,,,,,,,
d002.s051.t018,main,main,J,اصلی,اصلی,"ADJ,EZ",bn:00099598a,1,,Most important element,d002.s051.t015,,,,,,,
d002.s051.t019,window,window,N,پنجره,پنجره,"NOUN,EZ",bn:00081292n,1,,(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen,d002.s051.t014,,,,,,,
d002.s051.t020,.,,X,.,.,PUNCT,n/a,,,n/a,d002.s051.t018,,,,,,,
d002.s052.t001,You,,X,می‌توانید,توانست#توان,VERB,n/a,,,n/a,d002.s052.t001,,,,,,,
d002.s052.t002,can,,X,می‌توانید,توانست#توان,VERB,n/a,,,n/a,d002.s052.t001,,,,,,,
d002.s052.t003,set,set,V,تنظیم,تنظیم,NOUN,bn:00090224v,0,0,Put into a certain place or abstract location,d002.s052.t009,,bn:00005865n;bn:00005866n;bn:00059436n;bn:00082316v;bn:00066932n;bn:00428881n;bn:00082357v;bn:03357870n;bn:00337320n;bn:00069555n;bn:03478637n,"A piece of music that has been adapted for performance by a particular set of voices or instruments	;The act of arranging and adapting a piece of music	;An authoritative rule	;Adapt or conform oneself to new or different conditions	;The act of controlling or directing according to rule	;Arranged is a 2007 American independent film produced by Cicala Filmworks.	;Alter or regulate so as to achieve accuracy or conform to a standard	;The Arrangement is a 1969 film drama directed by Elia Kazan, based upon his 1967 novel of the same title.	;In the biological context of organisms' production of gene products, downregulation is the process by which a cell decreases the quantity of a cellular component, such as RNA or protein, in response to an external stimulus.	;The context and environment in which something is set	;Installation of a computer program, is the act of making the program ready for execution.",wn:01494310v; wn:00699815v; wn:00947077v; wn:01062395v; wn:00298896v; wn:01607445v; wn:00406243v; wn:00298556v; wn:01711749v; wn:01970646v; wn:01706129v; wn:01567275v; wn:01628899v; wn:00442669v; wn:01744888v; wn:01613239v; wn:01530273v; wn:01247322v; wn:01115006v; wn:00673448v; wn:00408085v; wn:00407848v; wn:00296178v; wn:00056188v; wn:00038849v,"put into a certain place or abstract location; fix conclusively or authoritatively; decide upon or fix definitely; establish as the highest level or best performance; put into a certain state; cause to be in a certain state; fix in a border; make ready or suitable or equip in advance for a particular purpose or for some use, event, etc; set to a certain position or cause to operate correctly; locate; disappear beyond the horizon; adapt for performance in a different way; put or set (seeds, seedlings, or plants) into the ground; apply or start; become gelatinous; set in type; put into a position that will restore a normal state; insert (a nail or screw below the surface, as into a countersink); give a fine, sharp edge to a knife or razor; urge to attack someone; estimate; equip with sails or masts; get ready for a particular purpose or event; alter or regulate so as to achieve accuracy or conform to a standard; bear fruit; arrange attractively",,
d002.s052.t004,several,several,J,چندین,چندین,DET,bn:00110469a,1,,(used with count nouns) of an indefinite number more than 2 or 3 but not many,d002.s052.t002,,,,,,,
d002.s052.t005,graphs,graph,N,نمودار➕را,نمودار➕را,NOUN➕ADP,bn:00041412n,1,,A visual representation of the relations between certain quantities plotted with reference to a set of axes,d002.s052.t003➕d002.s052.t004,,,,,,,
d002.s052.t006,on,,X,روی,روی,"ADP,EZ",n/a,,,n/a,d002.s052.t005,,,,,,,
d002.s052.t007,the,,X,یک,یک,NUM,n/a,,,n/a,d002.s052.t006,,,,,,,
d002.s052.t008,same,same,J,یکسان,یکسان,ADJ,bn:00110075a,1,,Same in identity,d002.s052.t008,,,,,,,
d002.s052.t009,view,view,N,نمای,نمود#نما,"NOUN,EZ",bn:00079985n,1,,Outward appearance,d002.s052.t007,,,,,,,
d002.s052.t010,.,,X,.,.,PUNCT,n/a,,,n/a,d002.s052.t011,,,,,,,
d002.s053.t001,Just,just,R,فقط,فقط,ADV,bn:00114626r,1,,And nothing more,d002.s053.t007,,,,,,,
d002.s053.t002,use,use,V,استفاده,استفاده,NOUN,bn:00082705v,0,0,Put into service; make work or employ for a particular purpose or for its inherent or natural purpose,d002.s053.t011,,bn:00005092n;bn:00079404n;bn:00030627n;bn:00030917n;bn:00079366n,The act of bringing something to bear; using it for a particular purpose	;The state of having been made use of	;The act of using	;(law) the exercise of the legal right to enjoy the benefits of owning property	;The customary manner in which a language (or a form of a language) is spoken or written,wn:01158872v; wn:01165043v; wn:01158572v; wn:02600490v; wn:02561332v; wn:02370131v,"put into service; make work or employ for a particular purpose or for its inherent or natural purpose; take or consume (regularly or habitually); use up, consume fully; seek or achieve an end by using to one's advantage; avail oneself to; habitually do something (use only in the past tense)",,
d002.s053.t003,the,,X,,,,n/a,,,n/a,,,,,,,,
d002.s053.t004,Add,add,V,Add,Add,NOUN,bn:00082317v,1,,"Make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of",d002.s053.t010,,,,,,,
d002.s053.t005,button,button,N,دکمه,دکمه,"NOUN,EZ",bn:03843242n,1,,"In computing, the term button refers to any graphical control element that provides the user a simple way to trigger an event, like searching for a query at a search engine, or to interact with dialog boxes, like confirming an action.",d002.s053.t009,,,,,,,
d002.s053.t006,when,,X,زمانی,زمانی,NOUN,n/a,,,n/a,d002.s053.t001,,,,,,,
d002.s053.t007,you,,X,که,که,SCONJ,n/a,,,n/a,d002.s053.t002,,,,,,,
d002.s053.t008,are,be,V,هستید,#هست,VERB,n/a,,,n/a,d002.s053.t006,,,,,,,
d002.s053.t009,in,,X,در,در,ADP,n/a,,,n/a,d002.s053.t003,,,,,,,
d002.s053.t010,List,list,N,لیست,لیست,NOUN,bn:00051508n,1,,A database containing an ordered array of items (names or topics),d002.s053.t005,,,,,,,
d002.s053.t011,mode,mode,N,حالت,حالت,"NOUN,EZ",bn:00055444n,1,,A particular functioning condition or arrangement,d002.s053.t004,,,,,,,
d002.s053.t012,.,,X,.,.,PUNCT,n/a,,,n/a,d002.s053.t013,,,,,,,
d002.s054.t001,You,,X,شما,شما,PRON,n/a,,,n/a,d002.s054.t001,,,,,,,
d002.s054.t002,can,,X,می‌توانید,توانست#توان,VERB,n/a,,,n/a,d002.s054.t002,,,,,,,
d002.s054.t003,set,set,V,تنظیم,تنظیم,NOUN,bn:00090224v,0,0,Put into a certain place or abstract location,d002.s054.t010,,bn:00005865n;bn:00005866n;bn:00059436n;bn:00082316v;bn:00066932n;bn:00428881n;bn:00082357v;bn:03357870n;bn:00337320n;bn:00069555n;bn:03478637n,"A piece of music that has been adapted for performance by a particular set of voices or instruments	;The act of arranging and adapting a piece of music	;An authoritative rule	;Adapt or conform oneself to new or different conditions	;The act of controlling or directing according to rule	;Arranged is a 2007 American independent film produced by Cicala Filmworks.	;Alter or regulate so as to achieve accuracy or conform to a standard	;The Arrangement is a 1969 film drama directed by Elia Kazan, based upon his 1967 novel of the same title.	;In the biological context of organisms' production of gene products, downregulation is the process by which a cell decreases the quantity of a cellular component, such as RNA or protein, in response to an external stimulus.	;The context and environment in which something is set	;Installation of a computer program, is the act of making the program ready for execution.",wn:01494310v; wn:00699815v; wn:00947077v; wn:01062395v; wn:00298896v; wn:01607445v; wn:00406243v; wn:00298556v; wn:01711749v; wn:01970646v; wn:01706129v; wn:01567275v; wn:01628899v; wn:00442669v; wn:01744888v; wn:01613239v; wn:01530273v; wn:01247322v; wn:01115006v; wn:00673448v; wn:00408085v; wn:00407848v; wn:00296178v; wn:00056188v; wn:00038849v,"put into a certain place or abstract location; fix conclusively or authoritatively; decide upon or fix definitely; establish as the highest level or best performance; put into a certain state; cause to be in a certain state; fix in a border; make ready or suitable or equip in advance for a particular purpose or for some use, event, etc; set to a certain position or cause to operate correctly; locate; disappear beyond the horizon; adapt for performance in a different way; put or set (seeds, seedlings, or plants) into the ground; apply or start; become gelatinous; set in type; put into a position that will restore a normal state; insert (a nail or screw below the surface, as into a countersink); give a fine, sharp edge to a knife or razor; urge to attack someone; estimate; equip with sails or masts; get ready for a particular purpose or event; alter or regulate so as to achieve accuracy or conform to a standard; bear fruit; arrange attractively",,
d002.s054.t004,each,,X,هر,هر,DET,n/a,,,n/a,d002.s054.t003,,,,,,,
d002.s054.t005,graph,graph,N,را,را,ADP,bn:00041412n,0,0,A visual representation of the relations between certain quantities plotted with reference to a set of axes,d002.s054.t005,,bn:00094733v;bn:00088821v;bn:00094731v;bn:00084059v;bn:00088762v;bn:00086012v;bn:00084089v;bn:00092429v;bn:00085567v;bn:00091131v;bn:00116478r;bn:00084931v;bn:18360100n;bn:00088818v;bn:00088822v;bn:00094732v;bn:00088820v;bn:00094730v;bn:00086013v;bn:00084058v;bn:16084421n;bn:00082277v;bn:00082198v;bn:00101752a;bn:00084060v;bn:00087106v;bn:00082206v;bn:00088819v;bn:00084699v;bn:00084700v;bn:00088178v;bn:00088736v;bn:00086008v;bn:00090266v,"Experience or feel or submit to	;Transmit (knowledge or skills)	;Take into one's possession	;Cause to come into a particular state or condition	;Get into one's hands, take physically	;Create by artistic means	;Earn on some commercial or business transaction; earn as salary or wages	;Interpret something in a certain way; convey a particular meaning or impression	;Take somebody somewhere	;Require (time or space)	;Away from home	;Pick out, select, or choose from a number of alternatives	;n/a	;Organize or be responsible for	;Leave with; give temporarily	;Travel or go by means of a certain kind of transportation, or a certain route	;Cause to happen or be responsible for	;Carry out	;Create or manufacture a man-made product	;Take something or somebody with oneself somewhere	;Arabic letter	;Take on a certain form, attribute, or aspect	;Receive willingly something given or offered	;Being or moving lower in position or less in some value	;Cause to happen or to occur as a consequence	;Engage in	;Make use of or accept for some purpose	;Convey or communicate; of a smile, a look, a physical gesture	;Give rise to; cause to happen or occur, not always intentionally	;Cause to do; cause to act in a specified manner	;Assume, as of positions or roles	;Give certain properties to something	;Make or cause to be or to become	;Be a student of a certain subject",wn:07000195n,a visual representation of the relations between certain quantities plotted with reference to a set of axes,,
d002.s054.t006,its,,X,خود,خود,PRON,n/a,,,n/a,d002.s054.t008,,,,,,,
d002.s054.t007,own,own,J,خاص,خاص,"ADJ,EZ",n/a,,,n/a,d002.s054.t007,,bn:01028284n;bn:16889525n;bn:00017362n;bn:00111001a;bn:00044432n,Nepali Indo-Aryan ethno-linguistic group	;n/a	;The state of being certain	;(sometimes followed by `to') applying to or characterized by or distinguishing something particular or special or unique	;Any tree or shrub of the genus Ilex having red berries and shiny evergreen leaves with prickly edges,,,,
d002.s054.t008,color,color,N,رنگ,رنگ,"NOUN,EZ",bn:00020726n,1,,A visual attribute of things that results from the light they emit or transmit or reflect,d002.s054.t006,,,,,,,
d002.s054.t009,.,,X,.,.,PUNCT,n/a,,,n/a,d002.s054.t012,,,,,,,
d003.s002.t001,The,,X,این,این,DET,n/a,,,n/a,d003.s002.t001,,,,,,,
d003.s002.t002,Foundation,foundation,N,بنیاد,بنیاد,NOUN,bn:00036064n,1,,An institution supported by an endowment,d003.s002.t002,,,,,,,
d003.s002.t003,has,have,V,اخیرا,اخیرا,ADV,n/a,,,n/a,d003.s002.t003,,,,,,,
d003.s002.t004,recently,recently,R,اخیرا,اخیرا,ADV,bn:00116085r,1,,In the recent past,d003.s002.t003,,,,,,,
d003.s002.t005,been,be,V,,,,n/a,,,n/a,,,,,,,,
d003.s002.t006,involved,involve,V,مشارکت,مشارکت,NOUN,bn:00089893v,1,,Engage as a participant,d003.s002.t007,,,,,,,
d003.s002.t007,in,,X,در,در,ADP,n/a,,,n/a,d003.s002.t004,,,,,,,
d003.s002.t008,organising,organise,V,سازماندهی,سازماندهی,"NOUN,EZ",bn:00091196v,1,,Cause to be structured or ordered or operating according to some principle or idea,d003.s002.t005,,,,,,,
